disease,signature_type,exp_id,cmap_score,p,q,subset_comparison_id,analysis_id,name,concentration,duration,cell_line,array_platform,vehicle,vendor,vendor_catalog_id,vendor_catalog_name,drug_concept_id,cas_number,DrugBank.ID,valid
Atherosclerosis,CMAP,427.0,-0.127772718411225,0.276,0.823032319391635,filefb07559574_logFC_0,CMAP,rosiglitazone,1e-05,6.0,MCF7,HT_HG-U133A_EA,DMSO,LKT Laboratories,R5772,rosiglitazone,C0289313,,DB00412,
Atherosclerosis,CMAP,17.0,-0.116707096345363,0.35463,0.823032319391635,filefb07559574_logFC_0,CMAP,verapamil,1e-05,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,V4629,(+/-)-verapamil hydrochloride,C0042523,,DB00661,
Autism_spectrum_disorder,TAHOE,2529.0,-0.225369628261752,0.02133,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Acetazolamide,5.0,24.0,ACH-000311,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,2653.0,-0.223166914153721,0.02367,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Acetohexamide,5.0,24.0,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,3588.0,-0.186480321606254,0.10492,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Allantoin,5.0,24.0,ACH-000348,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,4239.0,-0.210746998426236,0.04088,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Altretamine,0.0500000007450581,24.0,ACH-000790,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,8947.0,-0.206102665879785,0.04972,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Bergenin,0.5,24.0,,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,10985.0,-0.218061494187227,0.02977,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Budesonide,0.0500000007450581,24.0,ACH-000943,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,12220.0,-0.202060837394659,0.05851,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Captopril,0.5,24.0,ACH-000750,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,12437.0,-0.211418354655295,0.03959,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Carbamazepine,5.0,24.0,ACH-000790,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,12653.0,-0.237795905675703,0.01197,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Celecoxib,0.5,24.0,ACH-000222,Tahoe,DMSO,Tahoe,,,,,,
Autism_spectrum_disorder,TAHOE,13048.0,-0.218766975073612,0.02891,0.991540978357545,filefb0136c55ae_logFC_0,TAHOE,Ciclopirox,0.0500000007450581,24.0,ACH-000558,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,CMAP,327.0,-0.145942662314572,0.32071,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,carbamazepine,1e-07,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,C4024,carbamazepine,C0006949,,DB00564,
Bipolar_disorder,CMAP,102.0,-0.132175832635308,0.39641,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,celecoxib,1e-05,6.0,MCF7,HG-U133A,DMSO,LKT Laboratories,C1644,celecoxib,C0538927,,DB00482,
Bipolar_disorder,CMAP,40.0,-0.200139740663119,0.07105,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,dexamethasone,1e-06,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,D4902,dexamethasone,C1372970,,DB01234,
Bipolar_disorder,CMAP,93.0,-0.182903535211641,0.12625,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,fulvestrant,1e-06,6.0,MCF7,HG-U133A,DMSO,Tocris,1047,"ICI 182,780",C0935916,,DB00947,
Bipolar_disorder,CMAP,208.0,-0.135300626342832,0.37974,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,gefitinib,1e-05,6.0,HL60,HG-U133A,DMSO,AstraZeneca,Iressa,Iressa,C1122962,,DB00317,
Bipolar_disorder,CMAP,350.0,0.0881649356398444,0.49778,0.990993211009174,filefb02d6d1c78_logFC_0,CMAP,oxaprozin,0.0003,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,O9637,oxaprozin,C0069739,,DB00991,
Bipolar_disorder,CMAP,252.0,0.116811105115329,0.45878,0.966555922330097,filefb02d6d1c78_logFC_0,CMAP,paclitaxel,1e-07,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,T-7191,paclitaxel,C0144576,,DB01229,
Bipolar_disorder,CMAP,284.0,-0.15373454158717,0.27428,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,resveratrol,1e-05,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,R 5010,resveratrol,EXPT02968,,DB02709,
Bipolar_disorder,CMAP,95.0,-0.200831422545248,0.06901,0.96021960199005,filefb02d6d1c78_logFC_0,CMAP,rosiglitazone,1e-05,6.0,HL60,HG-U133A,DMSO,LKT Laboratories,R5772,rosiglitazone maleate,C0289313,,DB00412,
Bipolar_disorder,TAHOE,2420.0,-0.284419669210659,0.00138,0.427956226415094,filefb056682194_logFC_0,TAHOE,Acetazolamide,0.0500000007450581,24.0,ACH-000396,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,2616.0,-0.249084874135605,0.00865,0.559327142857143,filefb056682194_logFC_0,TAHOE,Acetohexamide,0.5,24.0,ACH-000148,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,3559.0,-0.279564033774667,0.00176,0.428578255813953,filefb056682194_logFC_0,TAHOE,Allantoin,5.0,24.0,ACH-000138,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,4213.0,-0.246582607733176,0.00992,0.559327142857143,filefb056682194_logFC_0,TAHOE,Altretamine,0.0500000007450581,24.0,ACH-000997,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,8882.0,-0.212385625737898,0.04438,0.632292514395394,filefb056682194_logFC_0,TAHOE,Bergenin,0.0500000007450581,24.0,ACH-000853,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,11000.0,-0.243611907572947,0.01121,0.559327142857143,filefb056682194_logFC_0,TAHOE,Budesonide,0.5,24.0,ACH-000555,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,12273.0,-0.226918272474279,0.02407,0.581388240270728,filefb056682194_logFC_0,TAHOE,Captopril,5.0,24.0,ACH-000601,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,12434.0,-0.274936356257379,0.00232,0.428578255813953,filefb056682194_logFC_0,TAHOE,Carbamazepine,5.0,24.0,ACH-000139,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,12719.0,-0.322128916132569,0.00019,0.351026,filefb056682194_logFC_0,TAHOE,Celecoxib,5.0,24.0,ACH-000793,Tahoe,DMSO,Tahoe,,,,,,
Bipolar_disorder,TAHOE,13058.0,-0.25078599363299,0.00797,0.559327142857143,filefb056682194_logFC_0,TAHOE,Ciclopirox,0.0500000007450581,24.0,ACH-000120,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2435.0,-0.213102442039649,0.02767,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Acetazolamide,0.0500000007450581,24.0,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,2585.0,-0.194782505254025,0.05984,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Acetohexamide,0.0500000007450581,24.0,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,3453.0,-0.19877297252004,0.05084,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Allantoin,0.0500000007450581,24.0,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,4282.0,-0.198044379149371,0.05237,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Altretamine,0.5,24.0,ACH-000463,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,8883.0,-0.170615546906768,0.14403,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Bergenin,0.0500000007450581,24.0,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,11049.0,-0.205720464477959,0.03808,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Budesonide,5.0,24.0,ACH-000757,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12241.0,-0.210051795427186,0.03158,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Captopril,0.5,24.0,ACH-000437,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12386.0,-0.186446159705251,0.08288,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Carbamazepine,0.5,24.0,ACH-000348,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,12633.0,-0.16424581212935,0.17389,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Celecoxib,0.0500000007450581,24.0,ACH-000164,Tahoe,DMSO,Tahoe,,,,,,
Breast_cancer,TAHOE,13081.0,-0.232758468844235,0.01068,0.994109866349866,filefb04cb8c668_logFC_0,TAHOE,Ciclopirox,0.0500000007450581,24.0,ACH-000628,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,CMAP,279.0,-0.158701444325024,0.13995,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,carbamazepine,1e-07,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,C4024,carbamazepine,C0006949,,DB00564,
Chronic_granulomatous_disease,CMAP,102.0,-0.173151723913132,0.08219,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,celecoxib,1e-05,6.0,MCF7,HG-U133A,DMSO,LKT Laboratories,C1644,celecoxib,C0538927,,DB00482,
Chronic_granulomatous_disease,CMAP,328.0,0.151068036592147,0.17946,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,decitabine,1e-07,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,A3656,5-aza-2&#8242;-deoxycytidine,C0049065,,DB01262,
Chronic_granulomatous_disease,CMAP,40.0,-0.154379840104464,0.16181,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,dexamethasone,1e-06,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,D4902,dexamethasone,C1372970,,DB01234,
Chronic_granulomatous_disease,CMAP,58.0,-0.103556910864705,0.45753,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,fulvestrant,1e-08,6.0,MCF7,HG-U133A,DMSO,Tocris,1047,"ICI 182,780",C0935916,,DB00947,
Chronic_granulomatous_disease,CMAP,208.0,-0.129172279566901,0.31638,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,gefitinib,1e-05,6.0,HL60,HG-U133A,DMSO,AstraZeneca,Iressa,Iressa,C1122962,,DB00317,
Chronic_granulomatous_disease,CMAP,252.0,-0.14319936105931,0.22509,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,paclitaxel,1e-07,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,T-7191,paclitaxel,C0144576,,DB01229,
Chronic_granulomatous_disease,CMAP,243.0,-0.119553641904837,0.378,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,resveratrol,5e-05,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,R5010,resveratrol,EXPT02968,,DB02709,
Chronic_granulomatous_disease,CMAP,427.0,-0.0822368276772028,0.49807,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,rosiglitazone,1e-05,6.0,MCF7,HT_HG-U133A_EA,DMSO,LKT Laboratories,R5772,rosiglitazone,C0289313,,DB00412,
Chronic_granulomatous_disease,CMAP,17.0,0.100884255037074,0.46671,0.85837652173913,filefb03c3ebabc_logFC_0,CMAP,verapamil,1e-05,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,V4629,(+/-)-verapamil hydrochloride,C0042523,,DB00661,
Chronic_granulomatous_disease,TAHOE,2403.0,-0.176373820023961,0.07183,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Acetazolamide,0.0500000007450581,24.0,ACH-000681,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,2612.0,-0.188649745070093,0.04286,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Acetohexamide,0.5,24.0,ACH-000389,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,3475.0,-0.206082040609766,0.01855,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Allantoin,0.0500000007450581,24.0,ACH-000601,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,4258.0,-0.178579174584814,0.06618,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Altretamine,0.5,24.0,ACH-000580,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,8960.0,-0.195268175590074,0.03136,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Bergenin,5.0,24.0,ACH-000389,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,10959.0,-0.172603448008758,0.08331,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Budesonide,0.0500000007450581,24.0,ACH-001039,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,12263.0,-0.198483739396568,0.02696,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Captopril,5.0,24.0,ACH-000861,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,12337.0,-0.225339382969787,0.00657,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Carbamazepine,0.0500000007450581,24.0,ACH-000790,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,12722.0,-0.190792701189788,0.03908,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Celecoxib,5.0,24.0,ACH-000950,Tahoe,DMSO,Tahoe,,,,,,
Chronic_granulomatous_disease,TAHOE,13075.0,-0.219419599823735,0.00917,0.9107671875,filefb03a55ab8a_logFC_0,TAHOE,Ciclopirox,0.0500000007450581,24.0,ACH-000496,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,CMAP,279.0,0.0956853930680991,0.46525,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,carbamazepine,1e-07,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,C4024,carbamazepine,C0006949,,DB00564,
Chronic_obstructive_pulmonary_disease,CMAP,330.0,0.0928957428562491,0.47419,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,celecoxib,1e-05,6.0,MCF7,HT_HG-U133A_EA,DMSO,LKT Laboratories,C1644,celecoxib,C0538927,,DB00482,
Chronic_obstructive_pulmonary_disease,CMAP,315.0,0.0965628094610546,0.46194,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,clotrimazole,5e-05,6.0,MCF7,HT_HG-U133A_EA,DMSO,Calbiochem,233230,clotrimazole,C0009074,,DB00257,
Chronic_obstructive_pulmonary_disease,CMAP,40.0,-0.10716526488249,0.40859,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,dexamethasone,1e-06,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,D4902,dexamethasone,C1372970,,DB01234,
Chronic_obstructive_pulmonary_disease,CMAP,403.0,-0.120215799203712,0.32282,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,fulvestrant,1e-06,6.0,MCF7,HT_HG-U133A_EA,DMSO,Tocris,1047,"ICI 182,780",C0935916,,DB00947,
Chronic_obstructive_pulmonary_disease,CMAP,350.0,0.101930286721033,0.43752,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,oxaprozin,0.0003,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,O9637,oxaprozin,C0069739,,DB00991,
Chronic_obstructive_pulmonary_disease,CMAP,252.0,-0.101681117324591,0.43875,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,paclitaxel,1e-07,6.0,MCF7,HG-U133A,DMSO,Sigma-Aldrich,T-7191,paclitaxel,C0144576,,DB01229,
Chronic_obstructive_pulmonary_disease,CMAP,284.0,-0.0923770303596196,0.47569,0.978815964125561,filefb0d9915e3_logFC_0,CMAP,resveratrol,1e-05,6.0,MCF7,HT_HG-U133A_EA,DMSO,Sigma-Aldrich,R 5010,resveratrol,EXPT02968,,DB02709,
Chronic_obstructive_pulmonary_disease,TAHOE,2440.0,-0.157142372889451,0.0981,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Acetazolamide,0.0500000007450581,24.0,ACH-001190,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,TAHOE,2601.0,-0.145063475449989,0.15665,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Acetohexamide,0.5,24.0,ACH-000757,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,TAHOE,3507.0,-0.122548121079095,0.30368,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Allantoin,0.5,24.0,ACH-001333,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,TAHOE,4307.0,-0.156412305599897,0.10127,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Altretamine,5.0,24.0,ACH-001333,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,TAHOE,8950.0,-0.12793149322346,0.26588,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Bergenin,5.0,24.0,ACH-000555,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,TAHOE,11011.0,-0.136522144222782,0.20807,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Budesonide,0.5,24.0,ACH-000997,Tahoe,DMSO,Tahoe,,,,,,
Chronic_obstructive_pulmonary_disease,TAHOE,12191.0,-0.154096926436999,0.11114,0.993617219985086,filefb03d6bf10e_logFC_0,TAHOE,Captopril,0.0500000007450581,24.0,ACH-000437,Tahoe,DMSO,Tahoe,,,,,,
